45.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,INFO
16:55:59.104 (1100003993)|METHOD_ENTRY|[109]|01p9A000001NDPC|FlowUtility.getFieldListFromFieldSet(String, String)
16:55:59.104 (1100030636)|VARIABLE_SCOPE_BEGIN|[84]|this|FlowUtility|true|false
16:55:59.104 (1100106779)|VARIABLE_ASSIGNMENT|[84]|this|{}|0x472df254
16:55:59.104 (1100127305)|VARIABLE_SCOPE_BEGIN|[84]|sobjectType|String|false|false
16:55:59.104 (1100150716)|VARIABLE_ASSIGNMENT|[84]|sobjectType|"Contact"
16:55:59.104 (1100166456)|VARIABLE_SCOPE_BEGIN|[84]|fieldSetName|String|false|false
16:55:59.104 (1100192327)|VARIABLE_ASSIGNMENT|[84]|fieldSetName|"Long_Form"
16:55:59.104 (1100215530)|HEAP_ALLOCATE|[85]|Bytes:5
16:55:59.104 (1100227443)|STATEMENT_EXECUTE|[84]
16:55:59.104 (1100234319)|STATEMENT_EXECUTE|[85]
16:55:59.104 (1100252087)|HEAP_ALLOCATE|[85]|Bytes:4
16:55:59.104 (1100467847)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:56:00.115 (1115763873)|HEAP_ALLOCATE|[85]|Bytes:8
16:56:00.115 (1115859207)|HEAP_ALLOCATE|[85]|Bytes:8
16:56:00.115 (1115920478)|VARIABLE_SCOPE_BEGIN|[85]|descResults|List<Schema.DescribeSObjectResult>|true|false
16:56:00.115 (1116518665)|VARIABLE_ASSIGNMENT|[85]|descResults|"common.apex.runtime.impl.ScalarList@7c9614bc"|0x64ececfd
16:56:00.115 (1116648217)|STATEMENT_EXECUTE|[86]
16:56:00.115 (1116657654)|STATEMENT_EXECUTE|[88]
16:56:00.115 (1116682720)|HEAP_ALLOCATE|[88]|Bytes:4
16:56:00.115 (1116721344)|VARIABLE_SCOPE_BEGIN|[88]|descResult|Schema.DescribeSObjectResult|true|false
16:56:00.115 (1116904897)|VARIABLE_ASSIGNMENT|[88]|descResult|"common.api.soap.wsdl.DescribeSObjectResult@7c96149d"|0x21a200e0
16:56:00.115 (1116938079)|STATEMENT_EXECUTE|[89]
16:56:00.115 (1118632318)|HEAP_ALLOCATE|[89]|Bytes:12
16:56:00.115 (1118873486)|VARIABLE_SCOPE_BEGIN|[89]|fieldSet|Schema.FieldSet|true|false
16:56:00.115 (1119039573)|VARIABLE_ASSIGNMENT|[89]|fieldSet|"common.api.soap.wsdl.FieldSet@22090407"|0x139da5a6
16:56:00.115 (1119095231)|STATEMENT_EXECUTE|[93]
16:56:00.115 (1119110397)|STATEMENT_EXECUTE|[94]
16:56:00.115 (1122705629)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
16:56:00.115 (1122845593)|HEAP_ALLOCATE|[94]|Bytes:20
16:56:00.115 (1122902614)|VARIABLE_SCOPE_BEGIN|[94]|fields|List<Schema.FieldSetMember>|true|false
16:56:00.115 (1123083433)|VARIABLE_ASSIGNMENT|[94]|fields|"common.apex.runtime.impl.ScalarList@b460eee2"|0x13e31b1a
16:56:00.115 (1123106819)|STATEMENT_EXECUTE|[95]
16:56:00.115 (1123131155)|HEAP_ALLOCATE|[95]|Bytes:4
16:56:00.115 (1123208744)|VARIABLE_SCOPE_BEGIN|[95]|fieldNames|List<String>|true|false
16:56:00.115 (1123254696)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:56:00.115 (1123285915)|VARIABLE_ASSIGNMENT|[95]|fieldNames|[]|0x49065c0
16:56:00.115 (1123622502)|HEAP_ALLOCATE|[97]|Bytes:5
16:56:00.115 (1123702065)|HEAP_ALLOCATE|[97]|Bytes:4
16:56:00.115 (1123743871)|VARIABLE_SCOPE_BEGIN|[97]|field|Schema.FieldSetMember|true|false
16:56:00.115 (1123855730)|VARIABLE_ASSIGNMENT|[97]|field|"Name"|0x53b53249
16:56:00.115 (1123874417)|STATEMENT_EXECUTE|[97]
16:56:00.115 (1123880133)|STATEMENT_EXECUTE|[98]
16:56:00.115 (1123903280)|HEAP_ALLOCATE|[98]|Bytes:4
16:56:00.115 (1124125392)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:56:00.115 (1124171285)|HEAP_ALLOCATE|[97]|Bytes:5
16:56:00.115 (1124207092)|HEAP_ALLOCATE|[97]|Bytes:4
16:56:00.115 (1124246587)|VARIABLE_SCOPE_BEGIN|[97]|field|Schema.FieldSetMember|true|false
16:56:00.115 (1124351640)|VARIABLE_ASSIGNMENT|[97]|field|"Email"|0x739a6bda
16:56:00.115 (1124369159)|STATEMENT_EXECUTE|[97]
16:56:00.115 (1124374684)|STATEMENT_EXECUTE|[98]
16:56:00.115 (1124400973)|HEAP_ALLOCATE|[98]|Bytes:5
16:56:00.115 (1124481534)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:56:00.115 (1124519276)|HEAP_ALLOCATE|[97]|Bytes:5
16:56:00.115 (1124546465)|HEAP_ALLOCATE|[97]|Bytes:4
16:56:00.115 (1124580969)|VARIABLE_SCOPE_BEGIN|[97]|field|Schema.FieldSetMember|true|false
16:56:00.115 (1124675686)|VARIABLE_ASSIGNMENT|[97]|field|"Phone"|0x5a5a528
16:56:00.115 (1124693782)|STATEMENT_EXECUTE|[97]
16:56:00.115 (1124698798)|STATEMENT_EXECUTE|[98]
16:56:00.115 (1124720963)|HEAP_ALLOCATE|[98]|Bytes:5
16:56:00.115 (1124754630)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:56:00.115 (1124787573)|HEAP_ALLOCATE|[97]|Bytes:5
16:56:00.115 (1124811681)|HEAP_ALLOCATE|[97]|Bytes:4
16:56:00.115 (1124840300)|VARIABLE_SCOPE_BEGIN|[97]|field|Schema.FieldSetMember|true|false
16:56:00.115 (1124945931)|VARIABLE_ASSIGNMENT|[97]|field|"AccountId"|0x7f78f8af
16:56:00.115 (1125321962)|STATEMENT_EXECUTE|[97]
16:56:00.115 (1125327998)|STATEMENT_EXECUTE|[98]
16:56:00.115 (1125341249)|HEAP_ALLOCATE|[98]|Bytes:9
16:56:00.115 (1125370865)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:56:00.115 (1125400547)|HEAP_ALLOCATE|[97]|Bytes:5
16:56:00.115 (1125435236)|VARIABLE_ASSIGNMENT|[97]|field|null|
16:56:00.115 (1125446693)|STATEMENT_EXECUTE|[100]
16:56:00.115 (1125466152)|METHOD_EXIT|[109]|01p9A000001NDPC|FlowUtility.getFieldListFromFieldSet(String, String)
16:56:00.115 (1125485209)|METHOD_EXIT|[37]|01p9A000001NDPC|FlowUtility.getFieldListFromFieldSetFromSObjectList(List<SObject>, String)
16:56:00.115 (1125502590)|VARIABLE_SCOPE_BEGIN|[37]|fieldSetArray|List<String>|true|false
16:56:00.115 (1125540118)|VARIABLE_ASSIGNMENT|[37]|fieldSetArray|["Name","Email","Phone","AccountId"]|0x49065c0
16:56:00.115 (1125551705)|STATEMENT_EXECUTE|[38]
16:56:00.115 (1125561050)|HEAP_ALLOCATE|[38]|Bytes:2
16:56:00.115 (1125677156)|HEAP_ALLOCATE|[38]|Bytes:5
16:56:00.115 (1125695464)|HEAP_ALLOCATE|[38]|Bytes:4
16:56:00.115 (1125706534)|HEAP_ALLOCATE|[38]|Bytes:5
16:56:00.115 (1125717550)|HEAP_ALLOCATE|[38]|Bytes:5
16:56:00.115 (1125846089)|HEAP_ALLOCATE|[38]|Bytes:5
16:56:00.115 (1125914273)|HEAP_ALLOCATE|[38]|Bytes:5
16:56:00.115 (1125924803)|HEAP_ALLOCATE|[38]|Bytes:5
16:56:00.115 (1125935288)|HEAP_ALLOCATE|[38]|Bytes:9
16:56:00.115 (1125945445)|HEAP_ALLOCATE|[38]|Bytes:5
16:56:00.115 (1125955379)|HEAP_ALLOCATE|[38]|Bytes:29
16:56:00.115 (1125987306)|VARIABLE_SCOPE_BEGIN|[38]|fields|String|false|false
16:56:00.115 (1126062232)|VARIABLE_ASSIGNMENT|[38]|fields|"Name, Email, Phone,  (9 more) ..."
16:56:00.115 (1126076693)|STATEMENT_EXECUTE|[39]
16:56:00.115 (1126328090)|HEAP_ALLOCATE|[39]|Bytes:4
16:56:00.115 (1126371401)|HEAP_ALLOCATE|[39]|Bytes:7
16:56:00.115 (1126388544)|VARIABLE_SCOPE_BEGIN|[39]|objectType|String|false|false
16:56:00.115 (1126764472)|VARIABLE_ASSIGNMENT|[39]|objectType|"Contact"
16:56:00.115 (1126794904)|STATEMENT_EXECUTE|[40]
16:56:00.115 (1126817760)|HEAP_ALLOCATE|[40]|Bytes:4
16:56:00.115 (1126860977)|VARIABLE_SCOPE_BEGIN|[40]|ids|List<Id>|true|false
16:56:00.115 (1126900178)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:56:00.115 (1126924423)|VARIABLE_ASSIGNMENT|[40]|ids|[]|0x441b5659
16:56:00.115 (1127054309)|HEAP_ALLOCATE|[41]|Bytes:5
16:56:00.115 (1127103465)|HEAP_ALLOCATE|[41]|Bytes:8
16:56:00.115 (1127131249)|VARIABLE_SCOPE_BEGIN|[41]|obj|SObject|true|false
16:56:00.115 (1127173120)|VARIABLE_ASSIGNMENT|[41]|obj|{"Id":"0039A000003gIRUQA2"}|0x6a741c83
16:56:00.115 (1127193285)|STATEMENT_EXECUTE|[41]
16:56:00.115 (1127197649)|STATEMENT_EXECUTE|[42]
16:56:00.115 (1127288984)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:56:00.115 (1127322322)|HEAP_ALLOCATE|[41]|Bytes:5
16:56:00.115 (1127346913)|HEAP_ALLOCATE|[41]|Bytes:8
16:56:00.115 (1127375083)|VARIABLE_SCOPE_BEGIN|[41]|obj|SObject|true|false
16:56:00.115 (1127423929)|VARIABLE_ASSIGNMENT|[41]|obj|{"Id":"0039A000003gIRVQA2"}|0x61f93cda
16:56:00.115 (1127435624)|STATEMENT_EXECUTE|[41]
16:56:00.115 (1127441266)|STATEMENT_EXECUTE|[42]
16:56:00.115 (1127461230)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:56:00.115 (1127486192)|HEAP_ALLOCATE|[41]|Bytes:5
16:56:00.115 (1127505656)|HEAP_ALLOCATE|[41]|Bytes:8
16:56:00.115 (1127523691)|VARIABLE_SCOPE_BEGIN|[41]|obj|SObject|true|false
16:56:00.115 (1127553963)|VARIABLE_ASSIGNMENT|[41]|obj|{"Id":"0039A000003gIRnQAM"}|0x6ef76adb
16:56:00.115 (1127566086)|STATEMENT_EXECUTE|[41]
16:56:00.115 (1127569926)|STATEMENT_EXECUTE|[42]
16:56:00.115 (1127585024)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:56:00.115 (1127607526)|HEAP_ALLOCATE|[41]|Bytes:5
16:56:00.115 (1127641863)|VARIABLE_ASSIGNMENT|[41]|obj|null|
16:56:00.115 (1127655270)|STATEMENT_EXECUTE|[44]
16:56:00.115 (1127663962)|HEAP_ALLOCATE|[44]|Bytes:7
16:56:00.115 (1127672726)|HEAP_ALLOCATE|[44]|Bytes:6
16:56:00.115 (1127682118)|HEAP_ALLOCATE|[44]|Bytes:15
16:56:00.115 (1127691743)|HEAP_ALLOCATE|[44]|Bytes:3
16:56:00.115 (1127748710)|HEAP_ALLOCATE|[44]|Bytes:5
16:56:00.115 (1127769349)|HEAP_ALLOCATE|[44]|Bytes:18
16:56:00.115 (1127782265)|HEAP_ALLOCATE|[44]|Bytes:5
16:56:00.115 (1127790175)|HEAP_ALLOCATE|[44]|Bytes:18
16:56:00.115 (1127799553)|HEAP_ALLOCATE|[44]|Bytes:5
16:56:00.115 (1127808903)|HEAP_ALLOCATE|[44]|Bytes:18
16:56:00.115 (1127818162)|HEAP_ALLOCATE|[44]|Bytes:5
16:56:00.115 (1127826874)|HEAP_ALLOCATE|[44]|Bytes:60
16:56:00.115 (1127852622)|HEAP_ALLOCATE|[44]|Bytes:124
16:56:00.115 (1127860680)|HEAP_ALLOCATE|[44]|Bytes:2
16:56:00.115 (1127873569)|HEAP_ALLOCATE|[44]|Bytes:126
16:56:00.115 (1128250791)|SOQL_EXECUTE_BEGIN|[44]|Aggregations:0|Select Name, Email, Phone, AccountId FROM Contact Where Id IN ('0039A000003gIRUQA2','0039A000003gIRVQA2','0039A000003gIRnQAM')
16:56:00.115 (1144296765)|SOQL_EXECUTE_END|[44]|Rows:3
16:56:00.115 (1144463297)|HEAP_ALLOCATE|[44]|Bytes:16
16:56:00.115 (1144592124)|HEAP_ALLOCATE|[44]|Bytes:330
16:56:00.115 (1144636739)|HEAP_ALLOCATE|[44]|Bytes:16
16:56:00.115 (1144678284)|METHOD_EXIT|[18]|01p9A000001NDPD|dataTableController.applyFieldSet(List<SObject>, String)
16:56:00.115 (1144710904)|METHOD_ENTRY|[18]|01p9A000001NDPC|FlowUtility.disassembleSObjects(List<SObject>, String)
16:56:00.115 (1144787609)|VARIABLE_SCOPE_BEGIN|[3]|this|FlowUtility|true|false
16:56:00.115 (1144926116)|VARIABLE_ASSIGNMENT|[3]|this|{}|0x582a1df9
16:56:00.115 (1144949088)|VARIABLE_SCOPE_BEGIN|[3]|objects|List<SObject>|true|false
16:56:00.115 (1145027051)|VARIABLE_ASSIGNMENT|[3]|objects|[{"Name":"Rose Gonzalez","Email":"rose@edge.com","Phone":"(512) 757-6000","AccountId":"0019A000005plCHQAY","Id":"0039A000003gIRUQA2"},{"Name":"Sean Forbes","Email":"sean@edge.com","Phone":"(512) 757-6000","AccountId":"0019A000005plCHQAY","Id":"0039A000003gIRVQA2"},{"Name":"Jake Llorrac","AccountId":"0019A000005plCSQAY","Id":"0039A000003gIRnQAM"}]|0x503915e9
16:56:00.115 (1145049811)|VARIABLE_SCOPE_BEGIN|[3]|fActions|String|false|false
16:56:00.115 (1145072461)|VARIABLE_ASSIGNMENT|[3]|fActions|""
16:56:00.115 (1145097139)|HEAP_ALLOCATE|[4]|Bytes:5
16:56:00.115 (1145112150)|STATEMENT_EXECUTE|[3]
16:56:00.115 (1145116805)|STATEMENT_EXECUTE|[4]
16:56:00.115 (1145321033)|VARIABLE_SCOPE_BEGIN|[4]|objType|Schema.SObjectType|true|false
16:56:00.115 (1145459296)|VARIABLE_ASSIGNMENT|[4]|objType|"common.apex.runtime.impl.ApexSObjectTypeToken@1afa7071"|0x1afa7071
16:56:00.115 (1145474775)|STATEMENT_EXECUTE|[5]
16:56:00.115 (1145589233)|HEAP_ALLOCATE|[5]|Bytes:4
16:56:00.115 (1146083966)|HEAP_ALLOCATE|[5]|Bytes:264
16:56:00.115 (1146120431)|VARIABLE_SCOPE_BEGIN|[5]|fields|Map<String,Schema.SObjectField>|true|false
16:56:00.115 (1146405540)|VARIABLE_ASSIGNMENT|[5]|fields|"{accountid=AccountId, assistantname=AssistantName, assistantphone=AssistantPhone, birthdate=Birthdate, cleanstatus=CleanStatus, contactlink__c=ContactLink__c, createdbyid=CreatedById, createddate=CreatedDate, department=Department, description=Description, ...}"|0x34d2e367
